orderNumber,orderDate,requiredDate,shippedDate,status,comments,customerNumber,productCode,quantityOrdered,priceEach,orderLineNumber,paymentDate,amount,interactionID,interactionType,interactionDate,reviewID,reviewDate,rating,reviewText,employeeNumber,officeCode
549,2024-09-19,2024-09-26,NULL,Cancelled,Order placed by customer 970,970,PRD00772,77,40.53,1,2024-06-21,2831.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,934,287
437,2024-08-31,2024-09-07,NULL,Pending,Order placed by customer 956,956,PRD00773,34,57.94,1,NULL,NULL,41,Email,2023-12-29,944,2024-07-28,4,"Not satisfied, would not buy again.",743,723
437,2024-08-31,2024-09-07,NULL,Pending,Order placed by customer 956,956,PRD00773,34,57.94,1,NULL,NULL,41,Email,2023-12-29,45,2023-11-17,5,Fantastic! Exceeded my expectations.,743,723
437,2024-08-31,2024-09-07,NULL,Pending,Order placed by customer 956,956,PRD00773,34,57.94,1,NULL,NULL,769,Online Chat,2024-06-12,944,2024-07-28,4,"Not satisfied, would not buy again.",743,723
437,2024-08-31,2024-09-07,NULL,Pending,Order placed by customer 956,956,PRD00773,34,57.94,1,NULL,NULL,769,Online Chat,2024-06-12,45,2023-11-17,5,Fantastic! Exceeded my expectations.,743,723
963,2024-08-02,2024-08-09,NULL,Cancelled,Order placed by customer 677,677,PRD00776,75,48.75,1,NULL,NULL,587,In-Person Meeting,2024-06-22,NULL,NULL,NULL,NULL,967,796
854,2024-09-12,2024-09-19,2024-09-14,Shipped,Order placed by customer 502,502,PRD00777,53,64.63,1,NULL,NULL,518,Online Chat,2024-05-02,669,2023-11-05,5,Excellent product! Highly recommended.,565,498
238,2024-08-30,2024-09-06,NULL,Pending,Order placed by customer 942,942,PRD00778,53,72.53,1,2024-07-26,2403.10,665,Email,2023-12-24,877,2024-08-05,5,Excellent product! Highly recommended.,520,535
238,2024-08-30,2024-09-06,NULL,Pending,Order placed by customer 942,942,PRD00778,53,72.53,1,2024-08-23,1400.19,665,Email,2023-12-24,877,2024-08-05,5,Excellent product! Highly recommended.,520,535
32,2024-06-18,2024-06-25,2024-06-20,Shipped,Order placed by customer 846,846,PRD00779,91,29.09,1,NULL,NULL,359,Online Chat,2024-06-03,721,2024-02-18,2,"Average product, could be better.",581,831
216,2024-06-21,2024-06-28,NULL,Cancelled,Order placed by customer 225,225,PRD00780,18,91.74,1,2024-07-10,2366.41,NULL,NULL,NULL,423,2024-02-09,3,Excellent product! Highly recommended.,588,480
216,2024-06-21,2024-06-28,NULL,Cancelled,Order placed by customer 225,225,PRD00780,18,91.74,1,2024-07-10,2366.41,NULL,NULL,NULL,508,2024-02-22,2,"Good quality, but a bit expensive.",588,480
945,2024-09-16,2024-09-23,NULL,Pending,Order placed by customer 370,370,PRD00781,67,13.36,1,2024-08-30,554.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,551,538
692,2024-06-27,2024-07-04,2024-06-29,Shipped,Order placed by customer 726,726,PRD00781,49,20.68,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74,141
583,2024-07-16,2024-07-23,NULL,In Process,Order placed by customer 987,987,PRD00781,38,79.11,1,NULL,NULL,83,Phone Call,2024-06-11,NULL,NULL,NULL,NULL,222,499
721,2024-06-21,2024-06-28,NULL,Cancelled,Order placed by customer 720,720,PRD00783,6,30.82,1,2024-09-05,1670.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,822
721,2024-06-21,2024-06-28,NULL,Cancelled,Order placed by customer 720,720,PRD00783,6,30.82,1,2024-06-25,1594.80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,822
132,2024-08-15,2024-08-22,NULL,In Process,Order placed by customer 905,905,PRD00784,18,60.13,1,2024-07-07,234.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,584,534
132,2024-08-15,2024-08-22,NULL,In Process,Order placed by customer 905,905,PRD00784,18,60.13,1,2024-09-16,292.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,584,534
265,2024-07-09,2024-07-16,NULL,Cancelled,Order placed by customer 846,846,PRD00789,75,83.34,1,NULL,NULL,359,Online Chat,2024-06-03,161,2023-10-05,5,"Average product, could be better.",581,831
36,2024-08-07,2024-08-14,NULL,In Process,Order placed by customer 452,452,PRD00789,59,14.29,1,2024-07-19,470.14,66,Online Chat,2024-07-27,161,2023-10-05,5,"Average product, could be better.",461,636
465,2024-09-08,2024-09-15,2024-09-10,Shipped,Order placed by customer 905,905,PRD00791,31,80.56,1,2024-07-07,234.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,584,534
465,2024-09-08,2024-09-15,2024-09-10,Shipped,Order placed by customer 905,905,PRD00791,31,80.56,1,2024-09-16,292.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,584,534
470,2024-07-26,2024-08-02,NULL,Cancelled,Order placed by customer 981,981,PRD00791,88,36.40,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,269
39,2024-07-25,2024-08-01,NULL,In Process,Order placed by customer 472,472,PRD00791,1,40.20,1,2024-09-14,2132.17,321,Online Chat,2024-06-22,NULL,NULL,NULL,NULL,705,396
39,2024-07-25,2024-08-01,NULL,In Process,Order placed by customer 472,472,PRD00791,1,40.20,1,2024-08-11,1093.79,321,Online Chat,2024-06-22,NULL,NULL,NULL,NULL,705,396
39,2024-07-25,2024-08-01,NULL,In Process,Order placed by customer 472,472,PRD00791,1,40.20,1,2024-08-28,3166.89,321,Online Chat,2024-06-22,NULL,NULL,NULL,NULL,705,396
81,2024-07-03,2024-07-10,NULL,Pending,Order placed by customer 739,739,PRD00793,10,17.61,1,2024-07-14,1650.27,76,Online Chat,2024-07-03,19,2024-08-26,1,"Good quality, but a bit expensive.",50,482
81,2024-07-03,2024-07-10,NULL,Pending,Order placed by customer 739,739,PRD00793,10,17.61,1,2024-07-14,1650.27,76,Online Chat,2024-07-03,884,2024-06-12,3,"Not satisfied, would not buy again.",50,482
81,2024-07-03,2024-07-10,NULL,Pending,Order placed by customer 739,739,PRD00793,10,17.61,1,2024-07-14,1650.27,501,Online Chat,2023-11-03,19,2024-08-26,1,"Good quality, but a bit expensive.",50,482
81,2024-07-03,2024-07-10,NULL,Pending,Order placed by customer 739,739,PRD00793,10,17.61,1,2024-07-14,1650.27,501,Online Chat,2023-11-03,884,2024-06-12,3,"Not satisfied, would not buy again.",50,482
694,2024-07-03,2024-07-10,NULL,Cancelled,Order placed by customer 379,379,PRD00794,25,47.14,1,2024-07-03,1374.29,NULL,NULL,NULL,633,2024-02-28,2,Fantastic! Exceeded my expectations.,746,420
128,2024-09-10,2024-09-17,NULL,Pending,Order placed by customer 174,174,PRD00795,66,62.90,1,2024-07-27,2145.13,548,Online Chat,2024-09-05,NULL,NULL,NULL,NULL,851,969
128,2024-09-10,2024-09-17,NULL,Pending,Order placed by customer 174,174,PRD00795,66,62.90,1,2024-07-27,2145.13,585,Phone Call,2024-06-11,NULL,NULL,NULL,NULL,851,969
755,2024-06-26,2024-07-03,NULL,In Process,Order placed by customer 278,278,PRD00796,23,79.60,1,2024-08-19,4265.87,NULL,NULL,NULL,612,2024-07-03,5,"Not satisfied, would not buy again.",248,744
755,2024-06-26,2024-07-03,NULL,In Process,Order placed by customer 278,278,PRD00796,23,79.60,1,2024-08-14,2527.71,NULL,NULL,NULL,612,2024-07-03,5,"Not satisfied, would not buy again.",248,744
289,2024-06-29,2024-07-06,NULL,Pending,Order placed by customer 553,553,PRD00797,99,85.27,1,NULL,NULL,148,Phone Call,2023-12-11,709,2024-08-03,3,Excellent product! Highly recommended.,995,629
289,2024-06-29,2024-07-06,NULL,Pending,Order placed by customer 553,553,PRD00797,99,85.27,1,NULL,NULL,425,Phone Call,2024-05-14,709,2024-08-03,3,Excellent product! Highly recommended.,995,629
289,2024-06-29,2024-07-06,NULL,Pending,Order placed by customer 553,553,PRD00797,99,85.27,1,NULL,NULL,484,Phone Call,2023-12-18,709,2024-08-03,3,Excellent product! Highly recommended.,995,629
289,2024-06-29,2024-07-06,NULL,Pending,Order placed by customer 553,553,PRD00798,2,32.43,1,NULL,NULL,148,Phone Call,2023-12-11,NULL,NULL,NULL,NULL,995,629
289,2024-06-29,2024-07-06,NULL,Pending,Order placed by customer 553,553,PRD00798,2,32.43,1,NULL,NULL,425,Phone Call,2024-05-14,NULL,NULL,NULL,NULL,995,629
289,2024-06-29,2024-07-06,NULL,Pending,Order placed by customer 553,553,PRD00798,2,32.43,1,NULL,NULL,484,Phone Call,2023-12-18,NULL,NULL,NULL,NULL,995,629
959,2024-08-29,2024-09-05,2024-08-31,Shipped,Order placed by customer 991,991,PRD00800,36,56.05,1,2024-08-01,3523.33,185,Online Chat,2024-06-09,189,2024-02-01,3,"Not satisfied, would not buy again.",685,507
959,2024-08-29,2024-09-05,2024-08-31,Shipped,Order placed by customer 991,991,PRD00800,36,56.05,1,2024-08-01,3523.33,185,Online Chat,2024-06-09,554,2023-10-26,5,"Average product, could be better.",685,507
959,2024-08-29,2024-09-05,2024-08-31,Shipped,Order placed by customer 991,991,PRD00800,36,56.05,1,2024-08-16,507.87,185,Online Chat,2024-06-09,189,2024-02-01,3,"Not satisfied, would not buy again.",685,507
959,2024-08-29,2024-09-05,2024-08-31,Shipped,Order placed by customer 991,991,PRD00800,36,56.05,1,2024-08-16,507.87,185,Online Chat,2024-06-09,554,2023-10-26,5,"Average product, could be better.",685,507
959,2024-08-29,2024-09-05,2024-08-31,Shipped,Order placed by customer 991,991,PRD00800,36,56.05,1,2024-07-08,1153.15,185,Online Chat,2024-06-09,189,2024-02-01,3,"Not satisfied, would not buy again.",685,507
959,2024-08-29,2024-09-05,2024-08-31,Shipped,Order placed by customer 991,991,PRD00800,36,56.05,1,2024-07-08,1153.15,185,Online Chat,2024-06-09,554,2023-10-26,5,"Average product, could be better.",685,507
686,2024-09-09,2024-09-16,2024-09-11,Shipped,Order placed by customer 591,591,PRD00801,54,32.62,1,2024-09-18,4503.33,573,Online Chat,2024-06-14,NULL,NULL,NULL,NULL,876,946
686,2024-09-09,2024-09-16,2024-09-11,Shipped,Order placed by customer 591,591,PRD00801,54,32.62,1,2024-09-17,202.21,573,Online Chat,2024-06-14,NULL,NULL,NULL,NULL,876,946
381,2024-08-05,2024-08-12,NULL,In Process,Order placed by customer 304,304,PRD00801,67,72.10,1,2024-07-27,1333.26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,399,216
105,2024-06-16,2024-06-23,NULL,Pending,Order placed by customer 736,736,PRD00803,17,33.34,1,2024-08-16,4738.10,311,In-Person Meeting,2024-01-04,NULL,NULL,NULL,NULL,349,124
105,2024-06-16,2024-06-23,NULL,Pending,Order placed by customer 736,736,PRD00803,17,33.34,1,2024-08-16,4738.10,991,Phone Call,2024-02-06,NULL,NULL,NULL,NULL,349,124
516,2024-09-06,2024-09-13,NULL,In Process,Order placed by customer 180,180,PRD00804,25,83.22,1,2024-08-29,4615.02,941,In-Person Meeting,2024-04-14,421,2024-03-01,3,"Not satisfied, would not buy again.",463,363
516,2024-09-06,2024-09-13,NULL,In Process,Order placed by customer 180,180,PRD00804,25,83.22,1,2024-07-13,1269.90,941,In-Person Meeting,2024-04-14,421,2024-03-01,3,"Not satisfied, would not buy again.",463,363
105,2024-06-16,2024-06-23,NULL,Pending,Order placed by customer 736,736,PRD00806,21,26.36,1,2024-08-16,4738.10,311,In-Person Meeting,2024-01-04,376,2024-09-14,2,Excellent product! Highly recommended.,349,124
105,2024-06-16,2024-06-23,NULL,Pending,Order placed by customer 736,736,PRD00806,21,26.36,1,2024-08-16,4738.10,991,Phone Call,2024-02-06,376,2024-09-14,2,Excellent product! Highly recommended.,349,124
681,2024-07-11,2024-07-18,NULL,Cancelled,Order placed by customer 988,988,PRD00806,44,27.27,1,2024-08-03,3044.93,139,Online Chat,2024-02-05,376,2024-09-14,2,Excellent product! Highly recommended.,929,516
528,2024-08-29,2024-09-05,NULL,Pending,Order placed by customer 940,940,PRD00807,99,36.59,1,NULL,NULL,NULL,NULL,NULL,470,2024-09-08,1,"Average product, could be better.",999,40
528,2024-08-29,2024-09-05,NULL,Pending,Order placed by customer 940,940,PRD00807,99,36.59,1,NULL,NULL,NULL,NULL,NULL,710,2024-09-07,4,"Not satisfied, would not buy again.",999,40
351,2024-06-23,2024-06-30,2024-06-25,Shipped,Order placed by customer 279,279,PRD00809,39,90.49,1,2024-09-12,3691.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,372,217
890,2024-07-05,2024-07-12,NULL,Cancelled,Order placed by customer 557,557,PRD00811,78,77.06,1,NULL,NULL,285,Phone Call,2024-03-08,793,2024-01-26,5,"Average product, could be better.",48,748
890,2024-07-05,2024-07-12,NULL,Cancelled,Order placed by customer 557,557,PRD00811,78,77.06,1,NULL,NULL,835,In-Person Meeting,2024-03-25,793,2024-01-26,5,"Average product, could be better.",48,748
207,2024-08-11,2024-08-18,NULL,Cancelled,Order placed by customer 239,239,PRD00815,78,41.28,1,2024-07-01,1091.77,554,Email,2024-05-18,974,2024-04-08,4,Fantastic! Exceeded my expectations.,738,733
207,2024-08-11,2024-08-18,NULL,Cancelled,Order placed by customer 239,239,PRD00815,78,41.28,1,2024-07-01,1091.77,863,In-Person Meeting,2023-11-07,974,2024-04-08,4,Fantastic! Exceeded my expectations.,738,733
207,2024-08-11,2024-08-18,NULL,Cancelled,Order placed by customer 239,239,PRD00815,78,41.28,1,2024-07-20,1651.21,554,Email,2024-05-18,974,2024-04-08,4,Fantastic! Exceeded my expectations.,738,733
207,2024-08-11,2024-08-18,NULL,Cancelled,Order placed by customer 239,239,PRD00815,78,41.28,1,2024-07-20,1651.21,863,In-Person Meeting,2023-11-07,974,2024-04-08,4,Fantastic! Exceeded my expectations.,738,733
207,2024-08-11,2024-08-18,NULL,Cancelled,Order placed by customer 239,239,PRD00815,78,41.28,1,2024-07-01,1229.63,554,Email,2024-05-18,974,2024-04-08,4,Fantastic! Exceeded my expectations.,738,733
207,2024-08-11,2024-08-18,NULL,Cancelled,Order placed by customer 239,239,PRD00815,78,41.28,1,2024-07-01,1229.63,863,In-Person Meeting,2023-11-07,974,2024-04-08,4,Fantastic! Exceeded my expectations.,738,733
207,2024-08-11,2024-08-18,NULL,Cancelled,Order placed by customer 239,239,PRD00815,78,41.28,1,2024-09-16,487.39,554,Email,2024-05-18,974,2024-04-08,4,Fantastic! Exceeded my expectations.,738,733
207,2024-08-11,2024-08-18,NULL,Cancelled,Order placed by customer 239,239,PRD00815,78,41.28,1,2024-09-16,487.39,863,In-Person Meeting,2023-11-07,974,2024-04-08,4,Fantastic! Exceeded my expectations.,738,733
207,2024-08-11,2024-08-18,NULL,Cancelled,Order placed by customer 239,239,PRD00815,78,41.28,1,2024-09-11,2506.46,554,Email,2024-05-18,974,2024-04-08,4,Fantastic! Exceeded my expectations.,738,733
207,2024-08-11,2024-08-18,NULL,Cancelled,Order placed by customer 239,239,PRD00815,78,41.28,1,2024-09-11,2506.46,863,In-Person Meeting,2023-11-07,974,2024-04-08,4,Fantastic! Exceeded my expectations.,738,733
540,2024-08-27,2024-09-03,NULL,Pending,Order placed by customer 239,239,PRD00816,4,87.99,1,2024-07-01,1091.77,554,Email,2024-05-18,745,2024-06-20,5,Excellent product! Highly recommended.,738,733
540,2024-08-27,2024-09-03,NULL,Pending,Order placed by customer 239,239,PRD00816,4,87.99,1,2024-07-01,1091.77,554,Email,2024-05-18,436,2023-12-11,4,"Good quality, but a bit expensive.",738,733
540,2024-08-27,2024-09-03,NULL,Pending,Order placed by customer 239,239,PRD00816,4,87.99,1,2024-07-01,1091.77,863,In-Person Meeting,2023-11-07,745,2024-06-20,5,Excellent product! Highly recommended.,738,733
540,2024-08-27,2024-09-03,NULL,Pending,Order placed by customer 239,239,PRD00816,4,87.99,1,2024-07-01,1091.77,863,In-Person Meeting,2023-11-07,436,2023-12-11,4,"Good quality, but a bit expensive.",738,733
540,2024-08-27,2024-09-03,NULL,Pending,Order placed by customer 239,239,PRD00816,4,87.99,1,2024-07-20,1651.21,554,Email,2024-05-18,745,2024-06-20,5,Excellent product! Highly recommended.,738,733
540,2024-08-27,2024-09-03,NULL,Pending,Order placed by customer 239,239,PRD00816,4,87.99,1,2024-07-20,1651.21,554,Email,2024-05-18,436,2023-12-11,4,"Good quality, but a bit expensive.",738,733
540,2024-08-27,2024-09-03,NULL,Pending,Order placed by customer 239,239,PRD00816,4,87.99,1,2024-07-20,1651.21,863,In-Person Meeting,2023-11-07,745,2024-06-20,5,Excellent product! Highly recommended.,738,733
540,2024-08-27,2024-09-03,NULL,Pending,Order placed by customer 239,239,PRD00816,4,87.99,1,2024-07-20,1651.21,863,In-Person Meeting,2023-11-07,436,2023-12-11,4,"Good quality, but a bit expensive.",738,733
540,2024-08-27,2024-09-03,NULL,Pending,Order placed by customer 239,239,PRD00816,4,87.99,1,2024-07-01,1229.63,554,Email,2024-05-18,745,2024-06-20,5,Excellent product! Highly recommended.,738,733
540,2024-08-27,2024-09-03,NULL,Pending,Order placed by customer 239,239,PRD00816,4,87.99,1,2024-07-01,1229.63,554,Email,2024-05-18,436,2023-12-11,4,"Good quality, but a bit expensive.",738,733
540,2024-08-27,2024-09-03,NULL,Pending,Order placed by customer 239,239,PRD00816,4,87.99,1,2024-07-01,1229.63,863,In-Person Meeting,2023-11-07,745,2024-06-20,5,Excellent product! Highly recommended.,738,733
540,2024-08-27,2024-09-03,NULL,Pending,Order placed by customer 239,239,PRD00816,4,87.99,1,2024-07-01,1229.63,863,In-Person Meeting,2023-11-07,436,2023-12-11,4,"Good quality, but a bit expensive.",738,733
540,2024-08-27,2024-09-03,NULL,Pending,Order placed by customer 239,239,PRD00816,4,87.99,1,2024-09-16,487.39,554,Email,2024-05-18,745,2024-06-20,5,Excellent product! Highly recommended.,738,733
540,2024-08-27,2024-09-03,NULL,Pending,Order placed by customer 239,239,PRD00816,4,87.99,1,2024-09-16,487.39,554,Email,2024-05-18,436,2023-12-11,4,"Good quality, but a bit expensive.",738,733
540,2024-08-27,2024-09-03,NULL,Pending,Order placed by customer 239,239,PRD00816,4,87.99,1,2024-09-16,487.39,863,In-Person Meeting,2023-11-07,745,2024-06-20,5,Excellent product! Highly recommended.,738,733
540,2024-08-27,2024-09-03,NULL,Pending,Order placed by customer 239,239,PRD00816,4,87.99,1,2024-09-16,487.39,863,In-Person Meeting,2023-11-07,436,2023-12-11,4,"Good quality, but a bit expensive.",738,733
540,2024-08-27,2024-09-03,NULL,Pending,Order placed by customer 239,239,PRD00816,4,87.99,1,2024-09-11,2506.46,554,Email,2024-05-18,745,2024-06-20,5,Excellent product! Highly recommended.,738,733
540,2024-08-27,2024-09-03,NULL,Pending,Order placed by customer 239,239,PRD00816,4,87.99,1,2024-09-11,2506.46,554,Email,2024-05-18,436,2023-12-11,4,"Good quality, but a bit expensive.",738,733
540,2024-08-27,2024-09-03,NULL,Pending,Order placed by customer 239,239,PRD00816,4,87.99,1,2024-09-11,2506.46,863,In-Person Meeting,2023-11-07,745,2024-06-20,5,Excellent product! Highly recommended.,738,733
540,2024-08-27,2024-09-03,NULL,Pending,Order placed by customer 239,239,PRD00816,4,87.99,1,2024-09-11,2506.46,863,In-Person Meeting,2023-11-07,436,2023-12-11,4,"Good quality, but a bit expensive.",738,733
763,2024-09-17,2024-09-24,NULL,Pending,Order placed by customer 255,255,PRD00816,13,30.09,1,2024-09-13,3224.81,539,Phone Call,2023-10-07,745,2024-06-20,5,Excellent product! Highly recommended.,967,796
763,2024-09-17,2024-09-24,NULL,Pending,Order placed by customer 255,255,PRD00816,13,30.09,1,2024-09-13,3224.81,539,Phone Call,2023-10-07,436,2023-12-11,4,"Good quality, but a bit expensive.",967,796
763,2024-09-17,2024-09-24,NULL,Pending,Order placed by customer 255,255,PRD00816,13,30.09,1,2024-09-13,3224.81,872,Phone Call,2023-12-12,745,2024-06-20,5,Excellent product! Highly recommended.,967,796
763,2024-09-17,2024-09-24,NULL,Pending,Order placed by customer 255,255,PRD00816,13,30.09,1,2024-09-13,3224.81,872,Phone Call,2023-12-12,436,2023-12-11,4,"Good quality, but a bit expensive.",967,796
30,2024-08-23,2024-08-30,NULL,In Process,Order placed by customer 970,970,PRD00819,36,79.55,1,2024-06-21,2831.76,NULL,NULL,NULL,71,2024-06-21,5,Fantastic! Exceeded my expectations.,934,287
30,2024-08-23,2024-08-30,NULL,In Process,Order placed by customer 970,970,PRD00819,36,79.55,1,2024-06-21,2831.76,NULL,NULL,NULL,279,2023-12-05,5,"Not satisfied, would not buy again.",934,287
30,2024-08-23,2024-08-30,NULL,In Process,Order placed by customer 970,970,PRD00819,36,79.55,1,2024-06-21,2831.76,NULL,NULL,NULL,857,2023-10-27,3,Excellent product! Highly recommended.,934,287
899,2024-07-27,2024-08-03,NULL,Cancelled,Order placed by customer 301,301,PRD00819,50,74.18,1,2024-08-11,3607.16,387,Phone Call,2024-05-13,71,2024-06-21,5,Fantastic! Exceeded my expectations.,628,221
899,2024-07-27,2024-08-03,NULL,Cancelled,Order placed by customer 301,301,PRD00819,50,74.18,1,2024-08-11,3607.16,387,Phone Call,2024-05-13,279,2023-12-05,5,"Not satisfied, would not buy again.",628,221
899,2024-07-27,2024-08-03,NULL,Cancelled,Order placed by customer 301,301,PRD00819,50,74.18,1,2024-08-11,3607.16,387,Phone Call,2024-05-13,857,2023-10-27,3,Excellent product! Highly recommended.,628,221
899,2024-07-27,2024-08-03,NULL,Cancelled,Order placed by customer 301,301,PRD00819,50,74.18,1,2024-08-10,4371.84,387,Phone Call,2024-05-13,71,2024-06-21,5,Fantastic! Exceeded my expectations.,628,221
899,2024-07-27,2024-08-03,NULL,Cancelled,Order placed by customer 301,301,PRD00819,50,74.18,1,2024-08-10,4371.84,387,Phone Call,2024-05-13,279,2023-12-05,5,"Not satisfied, would not buy again.",628,221
899,2024-07-27,2024-08-03,NULL,Cancelled,Order placed by customer 301,301,PRD00819,50,74.18,1,2024-08-10,4371.84,387,Phone Call,2024-05-13,857,2023-10-27,3,Excellent product! Highly recommended.,628,221
899,2024-07-27,2024-08-03,NULL,Cancelled,Order placed by customer 301,301,PRD00819,50,74.18,1,2024-06-20,2471.93,387,Phone Call,2024-05-13,71,2024-06-21,5,Fantastic! Exceeded my expectations.,628,221
899,2024-07-27,2024-08-03,NULL,Cancelled,Order placed by customer 301,301,PRD00819,50,74.18,1,2024-06-20,2471.93,387,Phone Call,2024-05-13,279,2023-12-05,5,"Not satisfied, would not buy again.",628,221
899,2024-07-27,2024-08-03,NULL,Cancelled,Order placed by customer 301,301,PRD00819,50,74.18,1,2024-06-20,2471.93,387,Phone Call,2024-05-13,857,2023-10-27,3,Excellent product! Highly recommended.,628,221
899,2024-07-27,2024-08-03,NULL,Cancelled,Order placed by customer 301,301,PRD00819,50,74.18,1,2024-08-15,477.28,387,Phone Call,2024-05-13,71,2024-06-21,5,Fantastic! Exceeded my expectations.,628,221
899,2024-07-27,2024-08-03,NULL,Cancelled,Order placed by customer 301,301,PRD00819,50,74.18,1,2024-08-15,477.28,387,Phone Call,2024-05-13,279,2023-12-05,5,"Not satisfied, would not buy again.",628,221
899,2024-07-27,2024-08-03,NULL,Cancelled,Order placed by customer 301,301,PRD00819,50,74.18,1,2024-08-15,477.28,387,Phone Call,2024-05-13,857,2023-10-27,3,Excellent product! Highly recommended.,628,221
899,2024-07-27,2024-08-03,NULL,Cancelled,Order placed by customer 301,301,PRD00819,50,74.18,1,2024-08-12,137.73,387,Phone Call,2024-05-13,71,2024-06-21,5,Fantastic! Exceeded my expectations.,628,221
899,2024-07-27,2024-08-03,NULL,Cancelled,Order placed by customer 301,301,PRD00819,50,74.18,1,2024-08-12,137.73,387,Phone Call,2024-05-13,279,2023-12-05,5,"Not satisfied, would not buy again.",628,221
899,2024-07-27,2024-08-03,NULL,Cancelled,Order placed by customer 301,301,PRD00819,50,74.18,1,2024-08-12,137.73,387,Phone Call,2024-05-13,857,2023-10-27,3,Excellent product! Highly recommended.,628,221
319,2024-07-30,2024-08-06,NULL,Cancelled,Order placed by customer 857,857,PRD00819,85,83.06,1,2024-08-06,2064.29,NULL,NULL,NULL,71,2024-06-21,5,Fantastic! Exceeded my expectations.,870,468
319,2024-07-30,2024-08-06,NULL,Cancelled,Order placed by customer 857,857,PRD00819,85,83.06,1,2024-08-06,2064.29,NULL,NULL,NULL,279,2023-12-05,5,"Not satisfied, would not buy again.",870,468
319,2024-07-30,2024-08-06,NULL,Cancelled,Order placed by customer 857,857,PRD00819,85,83.06,1,2024-08-06,2064.29,NULL,NULL,NULL,857,2023-10-27,3,Excellent product! Highly recommended.,870,468
319,2024-07-30,2024-08-06,NULL,Cancelled,Order placed by customer 857,857,PRD00819,85,83.06,1,2024-08-02,3782.42,NULL,NULL,NULL,71,2024-06-21,5,Fantastic! Exceeded my expectations.,870,468
319,2024-07-30,2024-08-06,NULL,Cancelled,Order placed by customer 857,857,PRD00819,85,83.06,1,2024-08-02,3782.42,NULL,NULL,NULL,279,2023-12-05,5,"Not satisfied, would not buy again.",870,468
319,2024-07-30,2024-08-06,NULL,Cancelled,Order placed by customer 857,857,PRD00819,85,83.06,1,2024-08-02,3782.42,NULL,NULL,NULL,857,2023-10-27,3,Excellent product! Highly recommended.,870,468
319,2024-07-30,2024-08-06,NULL,Cancelled,Order placed by customer 857,857,PRD00819,85,83.06,1,2024-08-16,4653.13,NULL,NULL,NULL,71,2024-06-21,5,Fantastic! Exceeded my expectations.,870,468
319,2024-07-30,2024-08-06,NULL,Cancelled,Order placed by customer 857,857,PRD00819,85,83.06,1,2024-08-16,4653.13,NULL,NULL,NULL,279,2023-12-05,5,"Not satisfied, would not buy again.",870,468
319,2024-07-30,2024-08-06,NULL,Cancelled,Order placed by customer 857,857,PRD00819,85,83.06,1,2024-08-16,4653.13,NULL,NULL,NULL,857,2023-10-27,3,Excellent product! Highly recommended.,870,468
69,2024-08-17,2024-08-24,NULL,Cancelled,Order placed by customer 982,982,PRD00819,47,94.10,1,2024-09-08,2530.56,986,In-Person Meeting,2024-05-12,71,2024-06-21,5,Fantastic! Exceeded my expectations.,118,755
69,2024-08-17,2024-08-24,NULL,Cancelled,Order placed by customer 982,982,PRD00819,47,94.10,1,2024-09-08,2530.56,986,In-Person Meeting,2024-05-12,279,2023-12-05,5,"Not satisfied, would not buy again.",118,755
69,2024-08-17,2024-08-24,NULL,Cancelled,Order placed by customer 982,982,PRD00819,47,94.10,1,2024-09-08,2530.56,986,In-Person Meeting,2024-05-12,857,2023-10-27,3,Excellent product! Highly recommended.,118,755
149,2024-08-10,2024-08-17,NULL,In Process,Order placed by customer 413,413,PRD00822,30,86.76,1,2024-08-21,2235.78,245,In-Person Meeting,2024-03-23,615,2024-03-21,5,"Good quality, but a bit expensive.",654,330
149,2024-08-10,2024-08-17,NULL,In Process,Order placed by customer 413,413,PRD00822,30,86.76,1,2024-08-21,2235.78,516,Phone Call,2023-11-22,615,2024-03-21,5,"Good quality, but a bit expensive.",654,330
424,2024-07-27,2024-08-03,2024-07-29,Shipped,Order placed by customer 305,305,PRD00822,46,48.63,1,2024-08-25,2368.88,236,In-Person Meeting,2023-11-05,615,2024-03-21,5,"Good quality, but a bit expensive.",709,295
424,2024-07-27,2024-08-03,2024-07-29,Shipped,Order placed by customer 305,305,PRD00822,46,48.63,1,2024-08-25,2368.88,649,Phone Call,2024-01-12,615,2024-03-21,5,"Good quality, but a bit expensive.",709,295
562,2024-06-26,2024-07-03,NULL,In Process,Order placed by customer 487,487,PRD00823,100,13.24,1,NULL,NULL,456,Phone Call,2024-09-13,523,2024-06-01,2,"Not satisfied, would not buy again.",323,48
