productCode,productName,productLine,productScale,productVendor,productDescription,quantityInStock,buyPrice,MSRP
PRD00728,Product 728,Ships 105,1:50,Vendor C,"High-quality product 728, designed for performance and durability.",760,369.43,523.21
PRD00729,Product 729,Planes 733,1:18,Vendor A,"High-quality product 729, designed for performance and durability.",611,376.26,557.46
PRD00730,Product 730,Classic Cars 225,1:24,Vendor B,"High-quality product 730, designed for performance and durability.",97,244.79,353.69
PRD00731,Product 731,Classic Cars 992,1:50,Vendor C,"High-quality product 731, designed for performance and durability.",639,830.42,1107.16
PRD00732,Product 732,Classic Cars 138,1:18,Vendor A,"High-quality product 732, designed for performance and durability.",624,728.50,983.25
PRD00733,Product 733,Trains 689,1:24,Vendor B,"High-quality product 733, designed for performance and durability.",790,428.30,566.59
PRD00734,Product 734,Motorcycles 768,1:50,Vendor C,"High-quality product 734, designed for performance and durability.",681,295.34,374.11
PRD00735,Product 735,Motorcycles 186,1:18,Vendor A,"High-quality product 735, designed for performance and durability.",917,783.92,965.12
PRD00736,Product 736,Ships 976,1:24,Vendor B,"High-quality product 736, designed for performance and durability.",52,898.43,1324.10
PRD00737,Product 737,Classic Cars 913,1:50,Vendor C,"High-quality product 737, designed for performance and durability.",501,316.73,439.34
PRD00738,Product 738,Planes 436,1:18,Vendor A,"High-quality product 738, designed for performance and durability.",710,240.97,316.67
PRD00739,Product 739,Motorcycles 346,1:24,Vendor B,"High-quality product 739, designed for performance and durability.",805,871.74,1057.38
PRD00740,Product 740,Classic Cars 322,1:50,Vendor C,"High-quality product 740, designed for performance and durability.",572,469.28,612.12
PRD00741,Product 741,Motorcycles 694,1:18,Vendor A,"High-quality product 741, designed for performance and durability.",863,952.53,1238.35
PRD00742,Product 742,Classic Cars 526,1:24,Vendor B,"High-quality product 742, designed for performance and durability.",369,12.70,16.15
PRD00743,Product 743,Ships 258,1:50,Vendor C,"High-quality product 743, designed for performance and durability.",809,999.70,1421.00
PRD00744,Product 744,Trains 60,1:18,Vendor A,"High-quality product 744, designed for performance and durability.",838,707.10,955.45
PRD00745,Product 745,Motorcycles 305,1:24,Vendor B,"High-quality product 745, designed for performance and durability.",739,943.29,1261.40
PRD00746,Product 746,Planes 539,1:50,Vendor C,"High-quality product 746, designed for performance and durability.",725,216.10,278.95
PRD00747,Product 747,Classic Cars 662,1:18,Vendor A,"High-quality product 747, designed for performance and durability.",848,264.14,385.24
PRD00748,Product 748,Trains 601,1:24,Vendor B,"High-quality product 748, designed for performance and durability.",602,71.83,98.20
PRD00749,Product 749,Planes 627,1:50,Vendor C,"High-quality product 749, designed for performance and durability.",726,58.37,73.13
PRD00750,Product 750,Trains 506,1:18,Vendor A,"High-quality product 750, designed for performance and durability.",948,240.65,305.60
PRD00751,Product 751,Motorcycles 91,1:24,Vendor B,"High-quality product 751, designed for performance and durability.",977,937.84,1403.27
PRD00752,Product 752,Classic Cars 441,1:50,Vendor C,"High-quality product 752, designed for performance and durability.",601,473.18,697.13
PRD00753,Product 753,Motorcycles 159,1:18,Vendor A,"High-quality product 753, designed for performance and durability.",660,364.46,483.28
PRD00754,Product 754,Motorcycles 126,1:24,Vendor B,"High-quality product 754, designed for performance and durability.",873,373.73,520.10
PRD00755,Product 755,Ships 16,1:50,Vendor C,"High-quality product 755, designed for performance and durability.",757,695.31,896.03
PRD00756,Product 756,Planes 635,1:18,Vendor A,"High-quality product 756, designed for performance and durability.",334,705.82,1005.25
PRD00757,Product 757,Classic Cars 754,1:24,Vendor B,"High-quality product 757, designed for performance and durability.",97,719.78,1058.41
PRD00758,Product 758,Trains 111,1:50,Vendor C,"High-quality product 758, designed for performance and durability.",878,888.33,1255.33
PRD00759,Product 759,Classic Cars 762,1:18,Vendor A,"High-quality product 759, designed for performance and durability.",161,952.20,1221.91
PRD00760,Product 760,Ships 611,1:24,Vendor B,"High-quality product 760, designed for performance and durability.",338,761.80,1065.38
PRD00761,Product 761,Trains 208,1:50,Vendor C,"High-quality product 761, designed for performance and durability.",690,608.81,731.63
PRD00762,Product 762,Ships 671,1:18,Vendor A,"High-quality product 762, designed for performance and durability.",587,452.99,640.97
PRD00763,Product 763,Trains 266,1:24,Vendor B,"High-quality product 763, designed for performance and durability.",979,976.03,1278.42
PRD00764,Product 764,Planes 926,1:50,Vendor C,"High-quality product 764, designed for performance and durability.",284,603.96,808.45
PRD00765,Product 765,Trains 598,1:18,Vendor A,"High-quality product 765, designed for performance and durability.",955,527.19,642.81
PRD00766,Product 766,Planes 250,1:24,Vendor B,"High-quality product 766, designed for performance and durability.",80,344.98,459.99
PRD00767,Product 767,Ships 994,1:50,Vendor C,"High-quality product 767, designed for performance and durability.",471,574.96,784.82
PRD00768,Product 768,Ships 819,1:18,Vendor A,"High-quality product 768, designed for performance and durability.",569,740.55,990.20
PRD00769,Product 769,Ships 254,1:24,Vendor B,"High-quality product 769, designed for performance and durability.",932,41.84,55.11
PRD00770,Product 770,Ships 358,1:50,Vendor C,"High-quality product 770, designed for performance and durability.",608,104.84,140.35
PRD00771,Product 771,Trains 3,1:18,Vendor A,"High-quality product 771, designed for performance and durability.",618,402.95,541.47
PRD00772,Product 772,Motorcycles 577,1:24,Vendor B,"High-quality product 772, designed for performance and durability.",59,584.60,753.07
PRD00773,Product 773,Ships 16,1:50,Vendor C,"High-quality product 773, designed for performance and durability.",512,668.02,843.69
PRD00774,Product 774,Classic Cars 835,1:18,Vendor A,"High-quality product 774, designed for performance and durability.",467,33.77,42.94
PRD00775,Product 775,Classic Cars 708,1:24,Vendor B,"High-quality product 775, designed for performance and durability.",155,524.64,714.13
PRD00776,Product 776,Trains 141,1:50,Vendor C,"High-quality product 776, designed for performance and durability.",697,71.44,100.82
PRD00777,Product 777,Trains 567,1:18,Vendor A,"High-quality product 777, designed for performance and durability.",761,460.74,585.74
PRD00778,Product 778,Motorcycles 351,1:24,Vendor B,"High-quality product 778, designed for performance and durability.",270,474.94,681.72
PRD00779,Product 779,Planes 862,1:50,Vendor C,"High-quality product 779, designed for performance and durability.",638,245.15,303.68
PRD00780,Product 780,Trains 560,1:18,Vendor A,"High-quality product 780, designed for performance and durability.",631,61.46,82.39
PRD00781,Product 781,Ships 311,1:24,Vendor B,"High-quality product 781, designed for performance and durability.",872,965.32,1201.76
PRD00782,Product 782,Planes 47,1:50,Vendor C,"High-quality product 782, designed for performance and durability.",780,912.15,1319.70
PRD00783,Product 783,Trains 528,1:18,Vendor A,"High-quality product 783, designed for performance and durability.",351,432.57,604.78
PRD00784,Product 784,Motorcycles 433,1:24,Vendor B,"High-quality product 784, designed for performance and durability.",513,171.38,256.97
PRD00785,Product 785,Classic Cars 291,1:50,Vendor C,"High-quality product 785, designed for performance and durability.",185,51.51,64.17
PRD00786,Product 786,Ships 292,1:18,Vendor A,"High-quality product 786, designed for performance and durability.",286,718.23,931.23
PRD00787,Product 787,Trains 603,1:24,Vendor B,"High-quality product 787, designed for performance and durability.",580,929.90,1227.35
PRD00788,Product 788,Motorcycles 812,1:50,Vendor C,"High-quality product 788, designed for performance and durability.",387,264.94,336.03
PRD00789,Product 789,Planes 879,1:18,Vendor A,"High-quality product 789, designed for performance and durability.",614,869.54,1258.25
PRD00790,Product 790,Ships 632,1:24,Vendor B,"High-quality product 790, designed for performance and durability.",456,293.65,414.06
PRD00791,Product 791,Ships 453,1:50,Vendor C,"High-quality product 791, designed for performance and durability.",507,308.71,406.88
PRD00792,Product 792,Classic Cars 306,1:18,Vendor A,"High-quality product 792, designed for performance and durability.",406,933.58,1244.29
PRD00793,Product 793,Trains 990,1:24,Vendor B,"High-quality product 793, designed for performance and durability.",276,974.29,1293.31
PRD00794,Product 794,Trains 363,1:50,Vendor C,"High-quality product 794, designed for performance and durability.",947,628.39,886.83
PRD00795,Product 795,Motorcycles 967,1:18,Vendor A,"High-quality product 795, designed for performance and durability.",943,813.10,1183.83
PRD00796,Product 796,Motorcycles 651,1:24,Vendor B,"High-quality product 796, designed for performance and durability.",920,873.23,1078.06
PRD00797,Product 797,Planes 490,1:50,Vendor C,"High-quality product 797, designed for performance and durability.",122,90.29,134.51
PRD00798,Product 798,Classic Cars 821,1:18,Vendor A,"High-quality product 798, designed for performance and durability.",850,562.46,825.29
PRD00799,Product 799,Classic Cars 835,1:24,Vendor B,"High-quality product 799, designed for performance and durability.",843,572.75,688.34
PRD00800,Product 800,Motorcycles 360,1:50,Vendor C,"High-quality product 800, designed for performance and durability.",991,193.23,239.68
PRD00801,Product 801,Classic Cars 161,1:18,Vendor A,"High-quality product 801, designed for performance and durability.",401,696.41,972.33
PRD00802,Product 802,Classic Cars 456,1:24,Vendor B,"High-quality product 802, designed for performance and durability.",796,196.00,281.69
PRD00803,Product 803,Ships 86,1:50,Vendor C,"High-quality product 803, designed for performance and durability.",254,143.50,200.16
PRD00804,Product 804,Planes 307,1:18,Vendor A,"High-quality product 804, designed for performance and durability.",441,49.89,67.18
PRD00805,Product 805,Classic Cars 487,1:24,Vendor B,"High-quality product 805, designed for performance and durability.",531,441.54,554.41
PRD00806,Product 806,Planes 427,1:50,Vendor C,"High-quality product 806, designed for performance and durability.",204,172.74,234.99
PRD00807,Product 807,Trains 884,1:18,Vendor A,"High-quality product 807, designed for performance and durability.",263,113.06,149.03
PRD00808,Product 808,Trains 771,1:24,Vendor B,"High-quality product 808, designed for performance and durability.",585,910.84,1283.89
PRD00809,Product 809,Planes 660,1:50,Vendor C,"High-quality product 809, designed for performance and durability.",721,376.07,455.82
PRD00810,Product 810,Planes 885,1:18,Vendor A,"High-quality product 810, designed for performance and durability.",818,533.87,773.75
PRD00811,Product 811,Ships 554,1:24,Vendor B,"High-quality product 811, designed for performance and durability.",87,690.30,832.24
PRD00812,Product 812,Trains 69,1:50,Vendor C,"High-quality product 812, designed for performance and durability.",504,220.73,285.68
PRD00813,Product 813,Trains 39,1:18,Vendor A,"High-quality product 813, designed for performance and durability.",861,584.85,795.55
PRD00814,Product 814,Trains 137,1:24,Vendor B,"High-quality product 814, designed for performance and durability.",260,160.77,231.63
PRD00815,Product 815,Trains 303,1:50,Vendor C,"High-quality product 815, designed for performance and durability.",502,587.95,823.12
PRD00816,Product 816,Motorcycles 263,1:18,Vendor A,"High-quality product 816, designed for performance and durability.",615,120.07,147.81
PRD00817,Product 817,Planes 842,1:24,Vendor B,"High-quality product 817, designed for performance and durability.",169,246.14,345.87
PRD00818,Product 818,Motorcycles 113,1:50,Vendor C,"High-quality product 818, designed for performance and durability.",733,470.84,577.68
PRD00819,Product 819,Motorcycles 710,1:18,Vendor A,"High-quality product 819, designed for performance and durability.",238,716.38,1056.42
PRD00820,Product 820,Classic Cars 677,1:24,Vendor B,"High-quality product 820, designed for performance and durability.",134,913.76,1152.67
PRD00821,Product 821,Motorcycles 512,1:50,Vendor C,"High-quality product 821, designed for performance and durability.",67,23.97,32.51
PRD00822,Product 822,Ships 976,1:18,Vendor A,"High-quality product 822, designed for performance and durability.",289,483.17,596.22
PRD00823,Product 823,Trains 54,1:24,Vendor B,"High-quality product 823, designed for performance and durability.",67,31.72,39.61
PRD00824,Product 824,Planes 115,1:50,Vendor C,"High-quality product 824, designed for performance and durability.",149,844.76,1180.51
PRD00825,Product 825,Classic Cars 526,1:18,Vendor A,"High-quality product 825, designed for performance and durability.",565,711.97,1034.30
PRD00826,Product 826,Trains 628,1:24,Vendor B,"High-quality product 826, designed for performance and durability.",121,113.93,167.81
PRD00827,Product 827,Trains 303,1:50,Vendor C,"High-quality product 827, designed for performance and durability.",251,980.53,1203.11
PRD00828,Product 828,Classic Cars 390,1:18,Vendor A,"High-quality product 828, designed for performance and durability.",824,821.66,1175.62
PRD00829,Product 829,Classic Cars 114,1:24,Vendor B,"High-quality product 829, designed for performance and durability.",897,541.02,693.09
PRD00830,Product 830,Trains 54,1:50,Vendor C,"High-quality product 830, designed for performance and durability.",351,770.85,1117.99
PRD00831,Product 831,Motorcycles 349,1:18,Vendor A,"High-quality product 831, designed for performance and durability.",563,561.12,838.07
PRD00832,Product 832,Motorcycles 74,1:24,Vendor B,"High-quality product 832, designed for performance and durability.",813,618.19,871.09
PRD00833,Product 833,Motorcycles 249,1:50,Vendor C,"High-quality product 833, designed for performance and durability.",984,253.22,333.16
PRD00834,Product 834,Planes 486,1:18,Vendor A,"High-quality product 834, designed for performance and durability.",285,342.49,458.18
PRD00835,Product 835,Classic Cars 851,1:24,Vendor B,"High-quality product 835, designed for performance and durability.",91,205.87,308.65
PRD00836,Product 836,Ships 942,1:50,Vendor C,"High-quality product 836, designed for performance and durability.",754,427.85,537.93
PRD00837,Product 837,Classic Cars 681,1:18,Vendor A,"High-quality product 837, designed for performance and durability.",549,741.53,1109.18
PRD00838,Product 838,Ships 923,1:24,Vendor B,"High-quality product 838, designed for performance and durability.",182,856.68,1060.31
PRD00839,Product 839,Classic Cars 291,1:50,Vendor C,"High-quality product 839, designed for performance and durability.",982,371.64,555.57
PRD00840,Product 840,Motorcycles 394,1:18,Vendor A,"High-quality product 840, designed for performance and durability.",348,88.20,109.00
PRD00841,Product 841,Classic Cars 424,1:24,Vendor B,"High-quality product 841, designed for performance and durability.",380,320.93,420.05
PRD00842,Product 842,Classic Cars 187,1:50,Vendor C,"High-quality product 842, designed for performance and durability.",591,926.69,1230.53
PRD00843,Product 843,Motorcycles 548,1:18,Vendor A,"High-quality product 843, designed for performance and durability.",870,300.94,367.26
PRD00844,Product 844,Trains 584,1:24,Vendor B,"High-quality product 844, designed for performance and durability.",907,648.22,929.95
PRD00845,Product 845,Trains 383,1:50,Vendor C,"High-quality product 845, designed for performance and durability.",207,799.60,1069.28
PRD00846,Product 846,Ships 131,1:18,Vendor A,"High-quality product 846, designed for performance and durability.",280,818.64,1043.61
PRD00847,Product 847,Ships 923,1:24,Vendor B,"High-quality product 847, designed for performance and durability.",374,132.11,173.49
PRD00848,Product 848,Classic Cars 595,1:50,Vendor C,"High-quality product 848, designed for performance and durability.",599,916.41,1106.21
PRD00849,Product 849,Motorcycles 49,1:18,Vendor A,"High-quality product 849, designed for performance and durability.",771,900.16,1225.01
PRD00850,Product 850,Ships 169,1:24,Vendor B,"High-quality product 850, designed for performance and durability.",654,734.53,1014.27
PRD00851,Product 851,Motorcycles 1000,1:50,Vendor C,"High-quality product 851, designed for performance and durability.",265,489.31,642.14
PRD00852,Product 852,Trains 293,1:18,Vendor A,"High-quality product 852, designed for performance and durability.",709,488.81,673.07
PRD00853,Product 853,Classic Cars 320,1:24,Vendor B,"High-quality product 853, designed for performance and durability.",903,585.26,791.13
PRD00854,Product 854,Classic Cars 191,1:50,Vendor C,"High-quality product 854, designed for performance and durability.",950,285.07,421.25
PRD00855,Product 855,Planes 444,1:18,Vendor A,"High-quality product 855, designed for performance and durability.",313,430.48,617.86
PRD00856,Product 856,Trains 534,1:24,Vendor B,"High-quality product 856, designed for performance and durability.",260,454.95,660.51
PRD00857,Product 857,Classic Cars 430,1:50,Vendor C,"High-quality product 857, designed for performance and durability.",266,420.30,587.35
PRD00858,Product 858,Classic Cars 945,1:18,Vendor A,"High-quality product 858, designed for performance and durability.",304,519.27,758.50
PRD00859,Product 859,Motorcycles 964,1:24,Vendor B,"High-quality product 859, designed for performance and durability.",162,828.37,1216.98
PRD00860,Product 860,Planes 555,1:50,Vendor C,"High-quality product 860, designed for performance and durability.",360,372.18,543.09
PRD00861,Product 861,Ships 829,1:18,Vendor A,"High-quality product 861, designed for performance and durability.",110,151.13,214.01
PRD00862,Product 862,Ships 623,1:24,Vendor B,"High-quality product 862, designed for performance and durability.",702,625.21,766.34
PRD00863,Product 863,Planes 201,1:50,Vendor C,"High-quality product 863, designed for performance and durability.",897,322.69,397.73
PRD00864,Product 864,Planes 40,1:18,Vendor A,"High-quality product 864, designed for performance and durability.",279,700.56,1019.64
PRD00865,Product 865,Ships 666,1:24,Vendor B,"High-quality product 865, designed for performance and durability.",940,648.98,894.77
PRD00866,Product 866,Ships 97,1:50,Vendor C,"High-quality product 866, designed for performance and durability.",598,126.90,173.17
PRD00867,Product 867,Ships 254,1:18,Vendor A,"High-quality product 867, designed for performance and durability.",877,935.10,1181.25
PRD00868,Product 868,Planes 11,1:24,Vendor B,"High-quality product 868, designed for performance and durability.",705,850.10,1070.48
PRD00869,Product 869,Classic Cars 120,1:50,Vendor C,"High-quality product 869, designed for performance and durability.",116,639.23,785.65
PRD00870,Product 870,Ships 270,1:18,Vendor A,"High-quality product 870, designed for performance and durability.",651,641.45,901.93
PRD00871,Product 871,Trains 190,1:24,Vendor B,"High-quality product 871, designed for performance and durability.",403,278.20,374.14
PRD00872,Product 872,Trains 330,1:50,Vendor C,"High-quality product 872, designed for performance and durability.",92,802.58,1014.98
PRD00873,Product 873,Ships 607,1:18,Vendor A,"High-quality product 873, designed for performance and durability.",778,447.22,566.19
PRD00874,Product 874,Planes 627,1:24,Vendor B,"High-quality product 874, designed for performance and durability.",757,152.19,200.20
PRD00875,Product 875,Motorcycles 45,1:50,Vendor C,"High-quality product 875, designed for performance and durability.",375,610.96,772.79
PRD00876,Product 876,Trains 780,1:18,Vendor A,"High-quality product 876, designed for performance and durability.",861,210.37,313.74
PRD00877,Product 877,Ships 844,1:24,Vendor B,"High-quality product 877, designed for performance and durability.",220,524.25,737.39
PRD00878,Product 878,Planes 85,1:50,Vendor C,"High-quality product 878, designed for performance and durability.",171,292.69,411.76
PRD00879,Product 879,Ships 68,1:18,Vendor A,"High-quality product 879, designed for performance and durability.",606,905.46,1307.54
PRD00880,Product 880,Motorcycles 382,1:24,Vendor B,"High-quality product 880, designed for performance and durability.",953,462.03,577.87
PRD00881,Product 881,Trains 423,1:50,Vendor C,"High-quality product 881, designed for performance and durability.",335,50.53,68.55
PRD00882,Product 882,Planes 468,1:18,Vendor A,"High-quality product 882, designed for performance and durability.",192,15.03,18.91
PRD00883,Product 883,Classic Cars 932,1:24,Vendor B,"High-quality product 883, designed for performance and durability.",369,874.98,1078.05
PRD00884,Product 884,Motorcycles 516,1:50,Vendor C,"High-quality product 884, designed for performance and durability.",680,763.94,1041.35
PRD00885,Product 885,Classic Cars 83,1:18,Vendor A,"High-quality product 885, designed for performance and durability.",947,896.20,1194.79
PRD00886,Product 886,Ships 356,1:24,Vendor B,"High-quality product 886, designed for performance and durability.",128,924.72,1163.08
PRD00887,Product 887,Motorcycles 618,1:50,Vendor C,"High-quality product 887, designed for performance and durability.",170,994.38,1295.66
PRD00888,Product 888,Ships 790,1:18,Vendor A,"High-quality product 888, designed for performance and durability.",323,460.42,645.78
PRD00889,Product 889,Planes 468,1:24,Vendor B,"High-quality product 889, designed for performance and durability.",272,644.23,823.45
PRD00890,Product 890,Planes 47,1:50,Vendor C,"High-quality product 890, designed for performance and durability.",485,228.76,274.96
PRD00891,Product 891,Motorcycles 230,1:18,Vendor A,"High-quality product 891, designed for performance and durability.",862,254.43,344.74
PRD00892,Product 892,Ships 814,1:24,Vendor B,"High-quality product 892, designed for performance and durability.",425,277.56,377.74
PRD00893,Product 893,Ships 918,1:50,Vendor C,"High-quality product 893, designed for performance and durability.",58,922.99,1327.09
PRD00894,Product 894,Ships 149,1:18,Vendor A,"High-quality product 894, designed for performance and durability.",301,104.58,133.00
PRD00895,Product 895,Ships 720,1:24,Vendor B,"High-quality product 895, designed for performance and durability.",806,279.45,398.11
PRD00896,Product 896,Planes 566,1:50,Vendor C,"High-quality product 896, designed for performance and durability.",960,446.14,558.85
PRD00897,Product 897,Planes 431,1:18,Vendor A,"High-quality product 897, designed for performance and durability.",456,69.86,86.08
PRD00898,Product 898,Classic Cars 369,1:24,Vendor B,"High-quality product 898, designed for performance and durability.",729,533.65,690.94
PRD00899,Product 899,Trains 837,1:50,Vendor C,"High-quality product 899, designed for performance and durability.",943,845.74,1253.69
PRD00900,Product 900,Trains 950,1:18,Vendor A,"High-quality product 900, designed for performance and durability.",579,60.62,89.91
PRD00901,Product 901,Classic Cars 508,1:24,Vendor B,"High-quality product 901, designed for performance and durability.",680,71.77,95.87
PRD00902,Product 902,Trains 319,1:50,Vendor C,"High-quality product 902, designed for performance and durability.",981,767.69,1119.61
PRD00903,Product 903,Classic Cars 56,1:18,Vendor A,"High-quality product 903, designed for performance and durability.",677,992.73,1306.02
PRD00904,Product 904,Motorcycles 651,1:24,Vendor B,"High-quality product 904, designed for performance and durability.",892,746.20,952.53
PRD00905,Product 905,Trains 853,1:50,Vendor C,"High-quality product 905, designed for performance and durability.",417,231.87,284.84
PRD00906,Product 906,Classic Cars 481,1:18,Vendor A,"High-quality product 906, designed for performance and durability.",469,369.52,482.22
PRD00907,Product 907,Planes 795,1:24,Vendor B,"High-quality product 907, designed for performance and durability.",680,708.68,1034.75
PRD00908,Product 908,Planes 986,1:50,Vendor C,"High-quality product 908, designed for performance and durability.",719,835.07,1174.49
PRD00909,Product 909,Planes 931,1:18,Vendor A,"High-quality product 909, designed for performance and durability.",330,682.84,843.27
PRD00910,Product 910,Classic Cars 320,1:24,Vendor B,"High-quality product 910, designed for performance and durability.",182,137.20,189.52
PRD00911,Product 911,Planes 858,1:50,Vendor C,"High-quality product 911, designed for performance and durability.",413,139.30,191.15
PRD00912,Product 912,Ships 991,1:18,Vendor A,"High-quality product 912, designed for performance and durability.",86,808.23,979.61
PRD00913,Product 913,Ships 257,1:24,Vendor B,"High-quality product 913, designed for performance and durability.",994,587.74,818.34
PRD00914,Product 914,Ships 737,1:50,Vendor C,"High-quality product 914, designed for performance and durability.",531,25.96,36.67
PRD00915,Product 915,Trains 561,1:18,Vendor A,"High-quality product 915, designed for performance and durability.",975,954.40,1218.51
PRD00916,Product 916,Trains 601,1:24,Vendor B,"High-quality product 916, designed for performance and durability.",876,440.18,562.44
PRD00917,Product 917,Ships 220,1:50,Vendor C,"High-quality product 917, designed for performance and durability.",601,770.41,1115.31
PRD00918,Product 918,Ships 337,1:18,Vendor A,"High-quality product 918, designed for performance and durability.",399,717.92,934.88
PRD00919,Product 919,Motorcycles 286,1:24,Vendor B,"High-quality product 919, designed for performance and durability.",159,688.81,990.61
PRD00920,Product 920,Motorcycles 613,1:50,Vendor C,"High-quality product 920, designed for performance and durability.",715,683.82,833.13
PRD00921,Product 921,Planes 982,1:18,Vendor A,"High-quality product 921, designed for performance and durability.",909,950.80,1332.82
PRD00922,Product 922,Ships 607,1:24,Vendor B,"High-quality product 922, designed for performance and durability.",991,136.08,177.01
PRD00923,Product 923,Classic Cars 726,1:50,Vendor C,"High-quality product 923, designed for performance and durability.",713,77.64,107.66
PRD00924,Product 924,Classic Cars 664,1:18,Vendor A,"High-quality product 924, designed for performance and durability.",677,708.36,984.93
PRD00925,Product 925,Planes 392,1:24,Vendor B,"High-quality product 925, designed for performance and durability.",903,40.93,49.13
PRD00926,Product 926,Planes 132,1:50,Vendor C,"High-quality product 926, designed for performance and durability.",136,204.14,254.88
PRD00927,Product 927,Classic Cars 676,1:18,Vendor A,"High-quality product 927, designed for performance and durability.",85,601.64,746.04
PRD00928,Product 928,Motorcycles 512,1:24,Vendor B,"High-quality product 928, designed for performance and durability.",760,97.02,128.46
PRD00929,Product 929,Classic Cars 562,1:50,Vendor C,"High-quality product 929, designed for performance and durability.",176,857.83,1222.79
PRD00930,Product 930,Motorcycles 748,1:18,Vendor A,"High-quality product 930, designed for performance and durability.",236,750.82,916.52
PRD00931,Product 931,Planes 150,1:24,Vendor B,"High-quality product 931, designed for performance and durability.",352,812.49,1029.91
PRD00932,Product 932,Trains 946,1:50,Vendor C,"High-quality product 932, designed for performance and durability.",661,999.54,1452.49
PRD00933,Product 933,Motorcycles 648,1:18,Vendor A,"High-quality product 933, designed for performance and durability.",568,376.59,510.93
PRD00934,Product 934,Trains 299,1:24,Vendor B,"High-quality product 934, designed for performance and durability.",376,984.96,1245.23
PRD00935,Product 935,Ships 745,1:50,Vendor C,"High-quality product 935, designed for performance and durability.",487,834.88,1005.73
PRD00936,Product 936,Trains 602,1:18,Vendor A,"High-quality product 936, designed for performance and durability.",870,744.45,1080.08
PRD00937,Product 937,Ships 924,1:24,Vendor B,"High-quality product 937, designed for performance and durability.",832,473.61,654.52
PRD00938,Product 938,Ships 654,1:50,Vendor C,"High-quality product 938, designed for performance and durability.",744,12.65,15.77
PRD00939,Product 939,Classic Cars 487,1:18,Vendor A,"High-quality product 939, designed for performance and durability.",720,361.57,539.93
PRD00940,Product 940,Motorcycles 731,1:24,Vendor B,"High-quality product 940, designed for performance and durability.",431,675.12,955.19
PRD00941,Product 941,Planes 468,1:50,Vendor C,"High-quality product 941, designed for performance and durability.",591,718.87,1006.17
PRD00942,Product 942,Trains 706,1:18,Vendor A,"High-quality product 942, designed for performance and durability.",765,298.93,405.13
PRD00943,Product 943,Planes 982,1:24,Vendor B,"High-quality product 943, designed for performance and durability.",678,110.04,143.42
PRD00944,Product 944,Motorcycles 175,1:50,Vendor C,"High-quality product 944, designed for performance and durability.",220,874.07,1206.47
PRD00945,Product 945,Trains 534,1:18,Vendor A,"High-quality product 945, designed for performance and durability.",303,376.23,559.19
PRD00946,Product 946,Classic Cars 194,1:24,Vendor B,"High-quality product 946, designed for performance and durability.",904,682.16,935.53
PRD00947,Product 947,Classic Cars 82,1:50,Vendor C,"High-quality product 947, designed for performance and durability.",559,315.30,418.29
PRD00948,Product 948,Classic Cars 625,1:18,Vendor A,"High-quality product 948, designed for performance and durability.",690,994.33,1379.08
PRD00949,Product 949,Classic Cars 451,1:24,Vendor B,"High-quality product 949, designed for performance and durability.",321,521.17,687.02
PRD00950,Product 950,Ships 90,1:50,Vendor C,"High-quality product 950, designed for performance and durability.",222,77.78,103.72
PRD00951,Product 951,Ships 654,1:18,Vendor A,"High-quality product 951, designed for performance and durability.",597,683.11,933.54
PRD00952,Product 952,Ships 649,1:24,Vendor B,"High-quality product 952, designed for performance and durability.",312,113.29,160.05
PRD00953,Product 953,Planes 586,1:50,Vendor C,"High-quality product 953, designed for performance and durability.",570,310.73,420.18
PRD00954,Product 954,Planes 107,1:18,Vendor A,"High-quality product 954, designed for performance and durability.",789,492.39,597.20
PRD00955,Product 955,Motorcycles 936,1:24,Vendor B,"High-quality product 955, designed for performance and durability.",400,168.47,246.00
PRD00956,Product 956,Classic Cars 785,1:50,Vendor C,"High-quality product 956, designed for performance and durability.",695,649.09,883.69
PRD00957,Product 957,Motorcycles 49,1:18,Vendor A,"High-quality product 957, designed for performance and durability.",615,594.08,787.24
PRD00958,Product 958,Planes 815,1:24,Vendor B,"High-quality product 958, designed for performance and durability.",501,549.17,814.93
PRD00959,Product 959,Motorcycles 548,1:50,Vendor C,"High-quality product 959, designed for performance and durability.",732,483.99,646.96
PRD00960,Product 960,Ships 844,1:18,Vendor A,"High-quality product 960, designed for performance and durability.",659,158.34,191.51
PRD00961,Product 961,Trains 689,1:24,Vendor B,"High-quality product 961, designed for performance and durability.",493,286.96,388.79
PRD00962,Product 962,Motorcycles 91,1:50,Vendor C,"High-quality product 962, designed for performance and durability.",324,82.47,102.60
PRD00963,Product 963,Planes 71,1:18,Vendor A,"High-quality product 963, designed for performance and durability.",117,425.45,544.55
PRD00964,Product 964,Motorcycles 772,1:24,Vendor B,"High-quality product 964, designed for performance and durability.",910,823.78,1184.54
PRD00965,Product 965,Classic Cars 279,1:50,Vendor C,"High-quality product 965, designed for performance and durability.",675,942.75,1403.36
PRD00966,Product 966,Motorcycles 235,1:18,Vendor A,"High-quality product 966, designed for performance and durability.",505,720.04,868.07
PRD00967,Product 967,Classic Cars 1,1:24,Vendor B,"High-quality product 967, designed for performance and durability.",596,26.05,38.63
PRD00968,Product 968,Trains 53,1:50,Vendor C,"High-quality product 968, designed for performance and durability.",693,714.44,891.70
PRD00969,Product 969,Motorcycles 908,1:18,Vendor A,"High-quality product 969, designed for performance and durability.",583,402.24,576.47
